type,amount,oldbalanceOrig,newbalanceOrig,oldbalanceDest,newbalanceDest,isFraud
PAYMENT,1000.0,21964.0,15115.03,0.0,0.0,0
PAYMENT,1000.0,155055.0,153924.56,0.0,0.0,0
PAYMENT,1000.0,207672.0,205392.08,0.0,0.0,0
PAYMENT,5000.0,82436.0,75522.54,0.0,0.0,0
PAYMENT,500.0,25591.0,21753.7,50670.0,47923.33,0
PAYMENT,500.0,277515.05,274925.86,57472.15,0.0,0
PAYMENT,500.0,274925.86,272537.66,0.0,0.0,0
PAYMENT,500.0,215507.0,213274.17,0.0,0.0,0
PAYMENT,500.0,9071.0,102484.63,3284.0,0.0,0
PAYMENT,2000.0,60061.33,57840.12,0.0,0.0,0
PAYMENT,1000.0,57840.12,0.0,965870.05,744264.96,0
PAYMENT,2000.0,1164.0,0.0,0.0,0.0,0
PAYMENT,5000.0,19198.0,8704.6,0.0,0.0,0
PAYMENT,2000.0,122027.28,115593.7,0.0,0.0,0
CUSTOM_WITHHOLDING_TAX,8.0,115593.7,0.0,5515763.34,6609667.12,0
COMMISSIONING,80.0,119147.0,109346.56,0.0,0.0,0
PAYMENT,1000.0,11163.0,4179.24,9114.0,20285.79,0
PAYMENT,500.0,59063.0,57068.52,0.0,0.0,0
PAYMENT,500.0,23466.0,21401.66,0.0,0.0,0
PAYMENT,2000.0,181833.0,171024.69,0.0,0.0,0
PAYMENT,500.0,5203.54,0.0,0.0,0.0,0
PAYMENT,5000.0,0.0,0.0,0.0,0.0,0
PAYMENT,1000.0,222813.0,213221.5,0.0,0.0,0
PAYMENT,1000.0,19098.0,9328.1,67268.02,52845.35,0
PAYMENT,1000.0,82019.0,81291.75,0.0,0.0,0
PAYMENT,500.0,19735.0,13513.57,0.0,0.0,0
PAYMENT,1000.0,16479.0,15117.71,5058.0,0.0,0
PAYMENT,200.0,35243.0,30648.72,0.0,0.0,0
PAYMENT,1000.0,10963.66,0.0,0.0,0.0,0
CUSTOM_WITHHOLDING_TAX,10.0,0.0,0.0,410607.6,45982.28,0
COMMISSIONING,100.0,2220.0,282.5,0.0,0.0,0
PAYMENT,1000.0,12358.0,9936.85,0.0,0.0,0
PAYMENT,1000.0,254.0,0.0,1268668.92,1187114.17,0
PAYMENT,500.0,3561.0,0.0,3461666.05,3726770.23,0
PAYMENT,1000.0,500631.71,497415.98,0.0,0.0,0
PAYMENT,500.0,497415.98,483525.74,0.0,0.0,0
PAYMENT,1000.0,68673.0,60301.5,1517262.16,138395.49,0
PAYMENT,50.0,5014.0,0.0,0.0,0.0,0
PAYMENT,100.0,0.0,0.0,0.0,0.0,0
PAYMENT,2000.0,0.0,0.0,0.0,0.0,0
PAYMENT,1000.0,0.0,0.0,0.0,0.0,0
PAYMENT,1000.0,0.0,0.0,0.0,0.0,0
PAYMENT,273.0,0.0,0.0,0.0,0.0,0
PAYMENT,500.0,0.0,0.0,0.0,0.0,0
PAYMENT,1000.0,0.0,0.0,0.0,0.0,0
PAYMENT,1000.0,0.0,0.0,0.0,0.0,0
PAYMENT,300.0,0.0,0.0,0.0,0.0,0
PAYMENT,200000.0,0.0,0.0,0.0,0.0,0
PAYMENT,1000.0,0.0,0.0,0.0,0.0,0
PAYMENT,8000.0,294.0,0.0,0.0,0.0,0
PAYMENT,1000.0,0.0,0.0,0.0,0.0,0
PAYMENT,1000.0,1382.0,0.0,0.0,0.0,0
PAYMENT,500.0,11432.0,4852.1,0.0,0.0,0
PAYMENT,3000.0,4852.1,2370.51,0.0,0.0,0
PAYMENT,1000.0,2370.51,0.0,0.0,0.0,0
PAYMENT,1000.0,6096.0,0.0,0.0,0.0,0
PAYMENT,500.0,129826.0,124551.83,0.0,0.0,0
PAYMENT,500.0,102792.0,100316.23,0.0,0.0,0
PAYMENT,500.0,34867.0,30717.73,0.0,0.0,0
PAYMENT,1000.0,77037.91,65657.79,0.0,0.0,0
PAYMENT,1000.0,65657.79,0.0,9940339.29,9367714.52,0
PAYMENT,1000.0,69756.86,44332.5,0.0,0.0,0
PAYMENT,500.0,44332.5,0.0,10588885.27,10155564.02,0
PAYMENT,1000.0,0.0,0.0,0.0,0.0,0
PAYMENT,500.0,0.0,0.0,0.0,0.0,0
PAYMENT,500.0,19727.26,16743.76,97128.19,100111.69,0
PAYMENT,500.0,16743.76,16730.22,0.0,0.0,0
PAYMENT,5000.0,92732.0,86572.65,0.0,0.0,0
PAYMENT,500.0,998.0,0.0,0.0,0.0,0
PAYMENT,2800.0,68267.0,68260.07,0.0,0.0,0
PAYMENT,700.0,48915.0,41859.16,0.0,0.0,0
PAYMENT,1000.0,6032.0,4973.37,0.0,0.0,0
PAYMENT,500.0,46465.0,142448.62,0.0,0.0,0
PAYMENT,500.0,58319.72,52345.82,0.0,0.0,0
PAYMENT,100000.0,52345.82,45948.64,0.0,0.0,1
PAYMENT,330.0,897150.84,894074.39,0.0,0.0,0
PAYMENT,200.0,894074.39,696313.01,504066.87,45982.28,0
PAYMENT,1000.0,696313.01,595572.48,6453430.91,6534746.07,0
PAYMENT,500.0,595572.48,581406.1,34155.22,47409.85,0
PAYMENT,100000.0,581406.1,446862.5,420946.86,877201.48,0
PAYMENT,500.0,446862.5,398655.68,132842.64,97990.29,0
PAYMENT,500.0,398655.68,115711.62,427095.0,11073556.18,0
PAYMENT,500.0,115711.62,96441.48,42450.71,103167.33,0
PAYMENT,1000.0,96441.48,90948.3,502480.02,84916.82,0
PAYMENT,200.0,48974.0,42990.49,0.0,0.0,0
PAYMENT,1000.0,12264.0,9875.76,0.0,0.0,0
PAYMENT,500.0,33008.44,26627.12,0.0,0.0,0
PAYMENT,1000.0,26627.12,16727.6,0.0,0.0,0
PAYMENT,500.0,50244.0,47875.6,0.0,0.0,0
PAYMENT,1000.0,13825.0,8060.4,0.0,0.0,0
PAYMENT,1000.0,21393.0,18156.14,0.0,0.0,0
PAYMENT,500.0,40973.0,36763.13,0.0,0.0,0
PAYMENT,2000.0,55386.0,43997.9,92307.65,47457.17,0
PAYMENT,1000.0,33260.0,0.0,65.0,34856.89,0
PAYMENT,50.0,11993.0,0.0,0.0,0.0,0
PAYMENT,2000.0,1388.0,315.64,456986.0,147251.58,0
PAYMENT,1000.0,315.64,0.0,252055.24,109421.19,0
PAYMENT,500.0,290772.6,282717.99,0.0,0.0,0
PAYMENT,1000.0,282717.99,0.0,651524.92,483173.63,0
PAYMENT,1000.0,39387.0,0.0,383533.35,393957.76,0
PAYMENT,500.0,34493.0,28477.83,0.0,0.0,0
CUSTOM_WITHHOLDING_TAX,17.5,17008.0,10259.62,0.0,0.0,0
CUSTOM_WITHHOLDING_TAX,6.0,10259.62,281826.4,3940085.21,3419944.48,0
CUSTOM_WITHHOLDING_TAX,2.22,281826.4,472225.03,674707.0,176131.8,0
CUSTOM_WITHHOLDING_TAX,2.22,472225.03,621876.71,484308.37,176131.8,0
CUSTOM_WITHHOLDING_TAX,4.44,621876.71,706404.36,12494367.15,11914710.26,0
CUSTOM_WITHHOLDING_TAX,2.22,706404.36,1736504.51,1567434.81,90450.54,0
CUSTOM_WITHHOLDING_TAX,27.5,1736504.51,1791595.57,247063.16,224705.73,0
CUSTOM_WITHHOLDING_TAX,300.0,1791595.57,2109805.18,2107965.39,1155321.27,0
TRANSFER,500.0,2109805.18,2404481.78,9291619.62,10695480.59,0
CUSTOM_WITHHOLDING_TAX,4.44,2404481.78,2698786.7,4619798.56,3964356.31,0
CUSTOM_WITHHOLDING_TAX,60.0,2698786.7,2867063.07,982390.26,814113.89,0
PAYMENT,1000.0,2867063.07,2905646.78,241220.25,76120.27,0
CUSTOM_WITHHOLDING_TAX,11.0,81955.0,79616.95,0.0,0.0,0
COMMISSIONING,110.0,922.0,277195.67,6830.83,0.0,0
PAYMENT,500.0,277195.67,266267.36,0.0,0.0,0
PAYMENT,2000.0,10537.0,0.0,0.0,0.0,0
PAYMENT,500.0,21898.0,20973.93,20955.0,0.0,0
PAYMENT,1000.0,45881.29,38203.34,0.0,0.0,0
PAYMENT,1000.0,38203.34,170744.21,507973.21,84916.82,0
PAYMENT,1000.0,170744.21,341658.45,196149.0,25234.75,0
PAYMENT,500.0,341658.45,359146.07,1108719.01,483173.63,0
PAYMENT,5000.0,359146.07,590038.87,5602234.95,5729799.14,0
PAYMENT,300.0,590038.87,1324695.96,1525633.67,138395.49,0
PAYMENT,5000.0,1324695.96,1777628.65,3741088.83,3726770.23,0
PAYMENT,1000.0,1777628.65,1847928.31,701828.25,45982.28,0
PAYMENT,500.0,1847928.31,2093608.06,555490.45,877201.48,0
PAYMENT,1000.0,2093608.06,2394376.85,458058.36,147251.58,0
PAYMENT,5000.0,2394376.85,2485074.59,4891090.56,4629353.77,0
PAYMENT,1000.0,2485074.59,2615355.34,10878600.55,10155564.02,0
PAYMENT,500.0,2615355.34,2688340.14,1254956.07,1070702.75,0
PAYMENT,1000.0,2688340.14,3024570.17,537334.66,90450.54,0
PAYMENT,500.0,3024570.17,3099733.16,353532.56,53743.06,0
PAYMENT,1810.0,3099733.16,3247720.64,235238.66,87251.18,0
PAYMENT,500.0,3247720.64,3324026.03,601898.44,792325.38,0
PAYMENT,1000.0,3324026.03,3342220.38,278369.57,53743.06,0
PAYMENT,3300.0,3342220.38,3411151.57,79933.0,0.0,0
PAYMENT,1000.0,3411151.57,3642611.66,10748319.81,10155564.02,0
PAYMENT,500.0,3642611.66,3798928.38,269880.0,0.0,0
PAYMENT,500.0,3798928.38,4031649.33,1789755.77,1155321.27,0
CUSTOM_WITHHOLDING_TAX,2.22,4031649.33,4050186.19,303464.0,0.0,0
COMMISSIONING,22.2,4050186.19,4139566.62,221328.0,58638.78,0
PAYMENT,25000.0,4139566.62,4708479.3,1015132.48,1097218.45,0
PAYMENT,500.0,1370.51,0.0,0.0,0.0,0
PAYMENT,5000.0,0.0,0.0,0.0,0.0,0
PAYMENT,9000.0,0.0,0.0,0.0,0.0,0
PAYMENT,600.0,0.0,0.0,0.0,0.0,0
PAYMENT,500.0,0.0,0.0,0.0,0.0,0
PAYMENT,1000.0,0.0,0.0,0.0,0.0,0
PAYMENT,1000.0,0.0,0.0,0.0,0.0,0
PAYMENT,1036000.0,0.0,0.0,0.0,0.0,1
PAYMENT,600.0,0.0,0.0,0.0,0.0,0
PAYMENT,1000.0,0.0,0.0,0.0,0.0,0
PAYMENT,500.0,0.0,0.0,0.0,0.0,0
PAYMENT,261000.0,0.0,0.0,0.0,0.0,1
PAYMENT,1000.0,0.0,0.0,0.0,0.0,0
PAYMENT,1000.0,0.0,0.0,0.0,0.0,0
PAYMENT,500.0,0.0,0.0,0.0,0.0,0
PAYMENT,1000.0,0.0,0.0,0.0,0.0,0
PAYMENT,500.0,0.0,0.0,0.0,0.0,0
PAYMENT,3000.0,0.0,0.0,0.0,0.0,0
PAYMENT,120.0,0.0,0.0,0.0,0.0,0
PAYMENT,600.0,0.0,0.0,0.0,0.0,0
PAYMENT,1000.0,26149.0,25350.74,0.0,0.0,0
PAYMENT,1000.0,463883.0,461075.82,0.0,0.0,0
PAYMENT,300.0,51443.0,48696.88,0.0,0.0,0
PAYMENT,1000.0,10136.0,4879.82,0.0,0.0,0
PAYMENT,1000.0,15409.0,13255.27,0.0,0.0,0
CUSTOM_WITHHOLDING_TAX,27.5,10951.0,6572.25,0.0,0.0,0
CUSTOM_WITHHOLDING_TAX,36.0,45142.0,28231.58,0.0,0.0,0
CUSTOM_WITHHOLDING_TAX,4.44,15204.0,11008.59,0.0,0.0,0
CUSTOM_WITHHOLDING_TAX,2.22,144742.0,0.0,40348.79,82846.67,0
CUSTOM_WITHHOLDING_TAX,45.0,1476.0,0.0,0.0,0.0,0
CUSTOM_WITHHOLDING_TAX,4.44,470.0,0.0,0.0,0.0,0
CUSTOM_WITHHOLDING_TAX,20.0,0.0,0.0,0.0,0.0,0
CUSTOM_WITHHOLDING_TAX,8.0,0.0,0.0,0.0,0.0,0
CUSTOM_WITHHOLDING_TAX,27.5,601273.0,596783.34,0.0,0.0,0
CUSTOM_WITHHOLDING_TAX,2.22,32456.0,27262.61,0.0,0.0,0
CUSTOM_WITHHOLDING_TAX,17.5,8765.0,4576.97,16097.76,20285.79,0
CUSTOM_WITHHOLDING_TAX,4.44,2415.16,0.0,0.0,0.0,0
CUSTOM_WITHHOLDING_TAX,8.0,0.0,0.0,154845.0,0.0,0
CUSTOM_WITHHOLDING_TAX,4.44,26010.0,24229.52,0.0,0.0,0
CUSTOM_WITHHOLDING_TAX,4.44,105680.0,103468.08,0.0,0.0,0
CUSTOM_WITHHOLDING_TAX,12.0,41512.0,32266.73,0.0,0.0,0
CUSTOM_WITHHOLDING_TAX,50.0,6071.0,15538.87,0.0,0.0,0
CUSTOM_WITHHOLDING_TAX,22.2,121.0,0.0,0.0,135715.81,0
CUSTOM_WITHHOLDING_TAX,4.44,37203.61,30132.19,0.0,0.0,0
CUSTOM_WITHHOLDING_TAX,17.5,30132.19,0.0,318637.36,267912.2,0
CUSTOM_WITHHOLDING_TAX,12.0,21367.0,13514.6,0.0,0.0,0
CUSTOM_WITHHOLDING_TAX,12.0,36992.0,32538.51,0.0,0.0,0
CUSTOM_WITHHOLDING_TAX,27.5,20028.0,18147.95,0.0,0.0,0
CUSTOM_WITHHOLDING_TAX,2.22,69674.0,61066.27,334656.69,176131.8,0
CUSTOM_WITHHOLDING_TAX,200.0,57643.02,52531.3,0.0,0.0,0
CUSTOM_WITHHOLDING_TAX,45.0,52531.3,52298.57,0.0,0.0,0
CUSTOM_WITHHOLDING_TAX,2.22,25675.0,17348.87,16727.6,25053.73,0
CUSTOM_WITHHOLDING_TAX,2.8,8181.0,0.0,0.0,0.0,0
CUSTOM_WITHHOLDING_TAX,95.0,165086.0,160430.97,0.0,0.0,0
CUSTOM_WITHHOLDING_TAX,2.22,4676.0,1943.27,0.0,0.0,0
CUSTOM_WITHHOLDING_TAX,11.0,66575.5,59627.3,0.0,0.0,0
CUSTOM_WITHHOLDING_TAX,4.0,59627.3,0.0,272537.66,86070.17,0
CUSTOM_WITHHOLDING_TAX,22.5,0.0,0.0,189534.74,352750.76,0
CUSTOM_WITHHOLDING_TAX,4.0,0.0,0.0,407298.23,61151.23,0
CUSTOM_WITHHOLDING_TAX,17.5,0.0,0.0,2905646.78,2906551.06,0
CUSTOM_WITHHOLDING_TAX,2.22,0.0,0.0,698572.0,330085.6,0
CUSTOM_WITHHOLDING_TAX,2.22,0.0,0.0,309810.71,877201.48,0
CUSTOM_WITHHOLDING_TAX,2.22,0.0,0.0,2719172.89,4410975.57,0
CUSTOM_WITHHOLDING_TAX,22.5,0.0,0.0,8996943.02,10695480.59,0
CUSTOM_WITHHOLDING_TAX,4.44,0.0,0.0,4708479.3,5579568.65,0
CUSTOM_WITHHOLDING_TAX,8.88,0.0,0.0,446219.81,1097218.45,0
CUSTOM_WITHHOLDING_TAX,27.5,0.0,0.0,266267.36,469207.53,0
CUSTOM_WITHHOLDING_TAX,2.22,0.0,0.0,3420103.09,5056707.37,0
CUSTOM_WITHHOLDING_TAX,32.5,0.0,0.0,55414.0,100358.32,0
CUSTOM_WITHHOLDING_TAX,4.44,0.0,0.0,5652327.61,6609667.12,0
CUSTOM_WITHHOLDING_TAX,17.5,0.0,0.0,710039.06,11073556.18,0
CUSTOM_WITHHOLDING_TAX,2.22,0.0,0.0,1181971.26,1070702.75,0
CUSTOM_WITHHOLDING_TAX,27.5,10229.0,9703.78,1003.0,1528.22,0
CUSTOM_WITHHOLDING_TAX,6.66,36757.68,32910.4,0.0,0.0,0
CUSTOM_WITHHOLDING_TAX,4.44,32910.4,18783.58,0.0,0.0,0
CUSTOM_WITHHOLDING_TAX,4.44,4228.0,0.0,0.0,0.0,0
CUSTOM_WITHHOLDING_TAX,27.5,59.0,0.0,10389.58,51574.35,0
CUSTOM_WITHHOLDING_TAX,40.0,441531.91,440492.28,0.0,0.0,0
CUSTOM_WITHHOLDING_TAX,4.44,440492.28,209548.6,3288156.14,3726770.23,0
CUSTOM_WITHHOLDING_TAX,20.0,1819729.64,1812825.01,0.0,0.0,0
CUSTOM_WITHHOLDING_TAX,4.44,1812825.01,1809759.18,0.0,0.0,0
CUSTOM_WITHHOLDING_TAX,8.0,1809759.18,1804117.61,0.0,0.0,0
CUSTOM_WITHHOLDING_TAX,17.5,1804117.61,1800695.57,0.0,0.0,0
CUSTOM_WITHHOLDING_TAX,20.0,1800695.57,1799315.42,0.0,0.0,0
CUSTOM_WITHHOLDING_TAX,45.0,1799315.42,1798634.37,0.0,0.0,0
CUSTOM_WITHHOLDING_TAX,100.0,1798634.37,1796570.34,0.0,0.0,0
CUSTOM_WITHHOLDING_TAX,8.0,1796570.34,1783965.28,0.0,0.0,0
CUSTOM_WITHHOLDING_TAX,2.22,1783965.28,1775041.86,0.0,0.0,0
CUSTOM_WITHHOLDING_TAX,4.44,1775041.86,1767280.15,0.0,0.0,0
CUSTOM_WITHHOLDING_TAX,4.0,134958.0,132683.63,0.0,0.0,0
CUSTOM_WITHHOLDING_TAX,27.5,159642.0,149368.81,0.0,0.0,0
CUSTOM_WITHHOLDING_TAX,160.0,51875.0,49201.48,0.0,0.0,0
CUSTOM_WITHHOLDING_TAX,45.0,50952.0,44929.36,0.0,0.0,0
CUSTOM_WITHHOLDING_TAX,8.88,51467.0,50575.07,55432.0,8813776.61,0
CUSTOM_WITHHOLDING_TAX,4.44,1054.0,0.0,0.0,0.0,0
CUSTOM_WITHHOLDING_TAX,8.88,49461.0,43734.51,0.0,0.0,0
CUSTOM_WITHHOLDING_TAX,11.0,25078.0,21339.75,0.0,0.0,0
CUSTOM_WITHHOLDING_TAX,36.0,84932.0,81323.66,0.0,0.0,0
CUSTOM_WITHHOLDING_TAX,2.22,28451.0,24400.81,0.0,0.0,0
CUSTOM_WITHHOLDING_TAX,22.5,52330.0,44183.76,0.0,0.0,0
CUSTOM_WITHHOLDING_TAX,8.88,10974.0,10143.04,0.0,0.0,0
CUSTOM_WITHHOLDING_TAX,2.22,6109.0,0.0,0.0,0.0,0
PAYMENT,800.0,0.0,0.0,0.0,0.0,0
PAYMENT,1000.0,285.0,0.0,0.0,0.0,0
PAYMENT,4000.0,30710.0,28144.61,0.0,0.0,0
PAYMENT,1000.0,23247.0,21196.17,485446.05,267912.2,0
PAYMENT,300.0,123307.0,116107.74,0.0,0.0,0
PAYMENT,500.0,0.0,0.0,0.0,0.0,0
PAYMENT,1000.0,0.0,0.0,587422.29,877201.48,0
PAYMENT,1000.0,177971.0,0.0,10599.0,0.0,0
PAYMENT,2000.0,3767.0,3501.2,0.0,0.0,0
PAYMENT,1000.0,20478.0,18266.47,0.0,0.0,0
PAYMENT,1000.0,487063.0,481764.79,0.0,0.0,0
PAYMENT,1000.0,1595.0,0.0,0.0,0.0,0
PAYMENT,50.0,64106.18,60426.81,0.0,0.0,0
PAYMENT,1000.0,60426.81,0.0,2107778.11,1923836.34,0
PAYMENT,500.0,51106.0,43104.31,0.0,0.0,0
PAYMENT,198680.0,22691.0,21329.74,0.0,0.0,1
PAYMENT,600.0,46462.23,42823.36,0.0,0.0,0
PAYMENT,250000.0,42823.36,96975.39,11438021.32,10695480.59,1
PAYMENT,5000.0,96975.39,119740.86,117682.0,81993.37,0
PAYMENT,10000.0,119740.86,253362.28,158433.78,24812.36,0
PAYMENT,500.0,253362.28,468874.2,1271509.17,1187114.17,0
PAYMENT,500.0,468874.2,674486.68,557537.26,74144.04,0
PAYMENT,100.0,674486.68,787973.4,185389.8,71903.08,0
PAYMENT,250.0,787973.4,826857.03,122750.49,83866.86,0
PAYMENT,500.0,826857.03,1069536.68,5452378.71,5056707.37,0
PAYMENT,500.0,1069536.68,1087328.38,20904.0,3112.29,0
PAYMENT,100.0,1087328.38,1335635.48,11383869.29,10695480.59,0
PAYMENT,600.0,1335635.48,1336547.24,48321.6,47409.85,0
PAYMENT,1000.0,1336547.24,1539848.82,2025098.66,1791710.89,0
PAYMENT,1500.0,1539848.82,1997212.32,6554171.44,6534746.07,0
PAYMENT,500.0,1997212.32,2124163.23,1091231.39,483173.63,0
PAYMENT,500.0,2124163.23,2158801.76,287548.75,82846.67,0
PAYMENT,150.0,2158801.76,2311674.95,342485.0,75329.4,0
PAYMENT,500.0,2311674.95,2339038.21,19169204.93,18122628.7,0
PAYMENT,1000.0,2339038.21,2523302.08,10681238.79,10135911.23,0
PAYMENT,500.0,2523302.08,2702214.59,302417.0,17504.47,0
CUSTOM_WITHHOLDING_TAX,11.0,2702214.59,2739804.62,375432.34,84916.82,0
CUSTOM_WITHHOLDING_TAX,4.44,2739804.62,2912649.49,5856433.12,5579568.65,0
CUSTOM_WITHHOLDING_TAX,20.0,2912649.49,3043676.54,178120.16,10317.66,0
CUSTOM_WITHHOLDING_TAX,60.0,3043676.54,3088550.1,1363368.51,0.0,0
CUSTOM_WITHHOLDING_TAX,17.5,3088550.1,3493979.56,2444985.19,2107162.1,0
CUSTOM_WITHHOLDING_TAX,2.22,3493979.56,3538789.28,5683588.25,5579568.65,0
CUSTOM_WITHHOLDING_TAX,20.0,3538789.28,3539865.55,22774.25,23539.55,0
CUSTOM_WITHHOLDING_TAX,11.0,3539865.55,3601412.53,217862.21,8722.97,0
CUSTOM_WITHHOLDING_TAX,11.0,3601412.53,3737077.62,248817.48,379539.92,0
CUSTOM_WITHHOLDING_TAX,20.0,3737077.62,3773118.02,51291.0,0.0,0
CUSTOM_WITHHOLDING_TAX,11.0,3773118.02,3806810.45,1114787.21,1259045.81,0
CUSTOM_WITHHOLDING_TAX,22.5,3806810.45,4118871.69,1178808.14,0.0,0
CUSTOM_WITHHOLDING_TAX,3.55,4118871.69,4279436.69,841929.03,1097218.45,0
CASH_OUT,20000.0,4279436.69,4506017.53,286737.13,0.0,0
CUSTOM_WITHHOLDING_TAX,60.0,4506017.53,4577193.8,2539946.14,1923836.34,0
CUSTOM_WITHHOLDING_TAX,17.5,4577193.8,4800759.18,343264.42,176131.8,0
CUSTOM_WITHHOLDING_TAX,22.5,4800759.18,4800759.18,4800759.18,7416184.79,0
CUSTOM_WITHHOLDING_TAX,17.5,4800759.18,5226746.02,19141841.67,18122628.7,0
CUSTOM_WITHHOLDING_TAX,45.0,5226746.02,5326873.42,209548.6,109421.19,0
CUSTOM_WITHHOLDING_TAX,2.22,5326873.42,5422437.76,97263.78,1699.44,0
CUSTOM_WITHHOLDING_TAX,4.44,5422437.76,5422922.33,5638778.53,5579568.65,0
CUSTOM_WITHHOLDING_TAX,4.0,5422922.33,5536209.99,113563.29,0.0,0
TRANSFER,450000.0,5536209.99,5628608.48,1318494.95,0.0,1
CUSTOM_WITHHOLDING_TAX,27.5,5628608.48,5826912.11,10059882.15,9367714.52,0
CUSTOM_WITHHOLDING_TAX,4.44,5826912.11,5953785.39,9861578.52,9367714.52,0
CUSTOM_WITHHOLDING_TAX,27.5,5953785.39,5966015.15,15375.37,3145.61,0
CUSTOM_WITHHOLDING_TAX,22.5,5966015.15,5986505.96,21695.0,1204.19,0
CUSTOM_WITHHOLDING_TAX,4.44,5986505.96,6072925.74,714565.52,877201.48,0
PAYMENT,250.0,6072925.74,6195390.42,293802.68,352750.76,0
PAYMENT,6000.0,6195390.42,6213989.38,361384.16,637928.74,0
PAYMENT,1000.0,6213989.38,6501116.17,790976.57,138395.49,0
PAYMENT,1000.0,6501116.17,6509377.51,90948.3,138627.65,0
PAYMENT,1000.0,6509377.51,6509377.51,6509377.51,7416184.79,0
PAYMENT,2000.0,6509377.51,6631100.51,519973.96,135715.81,0
PAYMENT,1000.0,6631100.51,6741754.6,201104.63,90450.54,0
PAYMENT,500.0,6741754.6,6765549.68,39894.0,0.0,0
PAYMENT,1000.0,6765549.68,6896188.61,351924.78,74144.04,0
PAYMENT,300.0,6896188.61,7210213.98,1767280.15,1070702.75,0
PAYMENT,500.0,7210213.98,7300754.91,181049.46,97990.29,0
PAYMENT,500.0,7300754.91,7410473.63,123504.5,17504.47,0
PAYMENT,500.0,7410473.63,7471989.62,18715854.83,18122628.7,0
PAYMENT,500.0,7471989.62,7515467.71,124103.0,173135.98,0
PAYMENT,1000.0,198.0,0.0,0.0,0.0,0
PAYMENT,1000.0,8496.61,7970.72,0.0,0.0,0
PAYMENT,1000.0,7970.72,7617.1,0.0,0.0,0
PAYMENT,610.0,22163.0,15905.24,0.0,0.0,0
PAYMENT,500.0,24622.0,22795.19,0.0,0.0,0
PAYMENT,400.0,52152.0,44442.8,0.0,0.0,0
PAYMENT,500.0,178.0,0.0,0.0,0.0,0
PAYMENT,500.0,0.0,0.0,0.0,0.0,0
PAYMENT,500.0,20929.0,12226.84,0.0,0.0,0
PAYMENT,1000.0,485.0,0.0,0.0,0.0,0
PAYMENT,250.0,6307.0,879.41,0.0,0.0,0
PAYMENT,1000.0,105425.0,100245.3,0.0,0.0,0
PAYMENT,1000.0,157212.0,156919.55,0.0,0.0,0
PAYMENT,500.0,10691.0,6266.91,0.0,0.0,0
PAYMENT,100.0,297576.0,284175.6,0.0,0.0,0
PAYMENT,1000.0,284175.6,273208.5,0.0,0.0,0
PAYMENT,700.0,679.0,0.0,0.0,0.0,0
PAYMENT,1000.0,19276.0,190315.04,4800392.81,4629353.77,0
PAYMENT,3000.0,38629.0,36752.01,0.0,0.0,0
PAYMENT,250.0,80291.0,72237.41,0.0,0.0,0
PAYMENT,1000.0,108051.0,107592.55,0.0,0.0,0
PAYMENT,100000.0,131947.57,128780.5,628145.74,877201.48,0
PAYMENT,500.0,128780.5,122229.61,0.0,0.0,0
PAYMENT,1000.0,1077.0,885.27,0.0,0.0,0
PAYMENT,1000.0,885.27,0.0,0.0,0.0,0
PAYMENT,2000.0,20303.0,16453.86,0.0,0.0,0
PAYMENT,500.0,30911.0,21904.83,0.0,0.0,0
PAYMENT,300.0,109.0,0.0,0.0,0.0,0
PAYMENT,1000.0,89406.0,88277.12,0.0,0.0,0
PAYMENT,1000.0,124579.0,120489.33,0.0,0.0,0
PAYMENT,2000.0,10215.0,7193.33,0.0,0.0,0
PAYMENT,500.0,21090.0,16028.25,0.0,0.0,0
PAYMENT,1000.0,29982.0,22174.58,0.0,0.0,0
PAYMENT,1000.0,22174.58,11490.57,0.0,0.0,0
PAYMENT,1000.0,9009.0,2680.79,0.0,0.0,0
PAYMENT,1000.0,20994.0,14868.28,0.0,0.0,0
PAYMENT,700.0,56323.93,242984.75,0.0,0.0,0
PAYMENT,200.0,242984.75,411242.89,7515467.71,7416184.79,0
PAYMENT,25000.0,411242.89,553479.18,424250.45,282014.16,0
PAYMENT,1000.0,553479.18,582967.64,3554299.27,3541578.38,0
PAYMENT,600.0,582967.64,1035446.18,3997768.55,2798692.37,0
PAYMENT,1000.0,1035446.18,1241878.36,260175.23,53743.06,0
PAYMENT,500.0,1241878.36,1330326.28,11135562.19,10695480.59,0
PAYMENT,3000.0,1330326.28,1398839.54,156315.24,8722.97,0
PAYMENT,3100.0,1398839.54,1545981.34,221285.85,74144.04,0
PAYMENT,500.0,1545981.34,1754955.07,2999734.12,2906551.06,0
PAYMENT,1000.0,1754955.07,1957713.69,631528.6,45982.28,0
PAYMENT,1000.0,1957713.69,1957713.69,1957713.69,8813776.61,0
PAYMENT,1000.0,1957713.69,2196575.62,12409839.49,11914710.26,0
PAYMENT,1000.0,2196575.62,2353110.51,483525.74,11142.89,0
PAYMENT,600.0,2353110.51,2608343.17,337842.3,84916.82,0
PAYMENT,1000.0,2608343.17,3173170.89,3545290.01,2798692.37,0
PAYMENT,2000.0,3173170.89,3470208.52,593737.38,1528227.01,0
PAYMENT,900.0,3470208.52,3600117.74,1226096.46,0.0,0
PAYMENT,1000.0,3600117.74,3810047.26,708608.07,449166.44,0
PAYMENT,300.0,3810047.26,3819070.46,1055997.26,1187114.17,0
